Variable	MR3	MR1	MR5	MR4	MR2	MR6	Complexity	Uniqueness
circles	0.6330422394059964						1.4151112076622088	0.5034562522366948
community_support	0.6240098376446066						1.3885759894894876	0.5041042069872617
poverty_supports	0.6128839473863447						1.3382204193789995	0.4890410836539094
immigrants_supports	0.575844884415144						1.2756502449855245	0.617500384633377
culturally_relevant	0.5495435832359379						1.2497585046801571	0.6015770002606164
ell_supports	0.5299672967644913						1.3381343294587693	0.6246789187878359
mental_health	0.49278140712099505						1.4462875342045505	0.6278133102446868
hiring_practices	0.448250104972646						2.062468142031267	0.5633617705625887
equity_plan	0.43684110139426746						1.879752928369513	0.61349863136681
restorative_practice	0.4252526096398792						2.0523018413916208	0.6022831624555235
reallocation_resources	0.41350305198932935						1.9250100827900472	0.6981023124331502
sel_integrated	0.39622563264862815						2.3235762277808005	0.627406479228618
physical_health	0.39002517500778644						1.486958824851374	0.7840043278146992
open_hours	0.2607733266462751						3.6123040647651155	0.7984313683190923
sel_curriculum	0.2563557864890464						3.3845181707560714	0.8116859783236564
quality_materials	0.1926084301905924						3.19535459519799	0.8857300152703309
interdisciplinary		0.6634329420561526					1.226079757829616	0.48191374372212614
projects_primary		0.6588172288317148					1.0913353363547325	0.5350558818485851
local_global		0.6340746867146707					1.360081339636262	0.5047419165283195
design_thinking		0.5865770912534932					1.4221726785620643	0.5854226392149812
service_learning		0.5679809969044904					1.3157767742721729	0.5994887563864703
exhibitions		0.5414958618419202					1.6606391904336997	0.5243314835303169
real_world		0.53818248925017					1.6109695009691014	0.5385464364639823
portfolios		0.4964771030830439					2.0709409719594487	0.5017415922305517
student_projects		0.4856093250959401					1.3626201008584164	0.6501835812686568
pbl		0.4558380293584885					2.6303110522539304	0.5508542553998574
local_focus		0.43132080888105107					2.137753389308419	0.6118680226405164
maker		0.38105691267367414					2.776994057945044	0.6651656704862109
student_conferences		0.3186594014680564					3.7479296604902204	0.6897813411193581
measures_deeper		0.3124622872890093					2.6788712669542054	0.6558807508772361
flexible_staffing		0.2666575045881466					4.180423440299621	0.721547393998224
