Variable	MR1	MR4	MR3	MR5	MR6	MR2	Complexity	Uniqueness
community_support	0.8309178330052457	0.028577696054919707	-0.14974329445018594	0.06525174575037168	-0.0767483706432478	-0.10023334162900423	1.1282220384905706	0.34289631669461473
mental_health	0.716125167749054	-0.22272489374908525	0.1431314767518547	-0.09777756704902205	0.1571742922642707	0.0379136224480841	1.4355798559745048	0.39574316301655854
poverty_supports	0.6083318301129563	0.02837798444088055	0.11441254022621059	0.08899241803819152	0.033079123499367834	0.10284037448112546	1.1861453539230562	0.4907392686693941
physical_health	0.5857674597774076	0.031532417418139336	-0.10557508561300873	-0.1436668114104176	-0.07371671791619427	0.0530539079451785	1.2472146066768899	0.6854247712014665
immigrants_supports	0.5645116226854958	0.023154984761951262	0.22554632096849847	0.1500184462610439	-0.1935438953082903	-0.11974095848477402	1.8584953088017286	0.5691752894681187
sel_plan	0.5637121739170944	-0.13432488646800927	0.22356250680118092	0.19585084881779516	0.16533456519495718	0.16058710870992624	2.1351709998862725	0.3643142867877549
culturally_relevant	0.5604437351865669	0.1432525174342531	0.09323076221339524	-0.15113629978108065	0.008852047889117871	-0.1285055166900778	1.4656940986455556	0.6035496500181121
open_hours	0.5346393757724308	0.13640834833409393	-0.22087465401409606	-0.12048204897090457	0.044177918835557495	0.17354702872515795	1.8685088918051105	0.6356121927145635
ell_supports	0.5187317345512034	0.1563503341894274	0.04154324335861981	0.1285390634826895	0.04397531038430146	-0.06653267939424261	1.3807322871342456	0.5887943248083058
mentoring	0.5028574870049553	0.17928065773757645	-0.005857382024869719	0.13633825795293386	0.03188550249288278	-0.1428232461629676	1.6072302429154468	0.6139121481314335
circles	0.4846579079044536	0.3088453132475119	0.10836663054371831	-0.027374273015126273	0.16332038297438567	-0.2230680489661099	2.599621079607062	0.4629242994538233
graduation_supports	0.4822850406822068	0.0028419433906845953	0.16944958334219623	0.19236846348162945	0.28043947795475227	0.11880775884008578	2.440138525252451	0.3702805513541768
equity_plan	0.4486828977821855	0.159284280107915	0.2892585797705935	0.16778576456507385	-0.10257609201285744	0.033508516365689155	2.4982775523057033	0.5234511786941898
career_prep	0.42362576634152527	0.1111253851422452	-0.12520403116582057	-0.034301193014276775	0.17704449342839051	0.25619683363967516	2.465102451030421	0.6271572988683318
community_partnerships	0.40536305913411924	0.16533582884879458	0.13261847712139388	0.0015358026430452934	0.2133869609599378	0.1603046290529307	2.5548687497060567	0.5193697521876193
measures_college	0.40222675657071494	0.19735507448219747	0.06736043423729432	0.2158252769677038	0.05143167005089898	0.15704098270214165	2.5553185543504324	0.5353769826438537
information_formats	0.37164729287448967	0.14751704020179335	-0.1253010730048775	0.3199061086400214	0.07305323353172444	0.2105255482649207	3.325982462074559	0.5396431488779231
